Manufacturer,Model,Battery_Type,Battery_Capacity_kWh,Range_km,Charging_Type,Charge_Time_hr,Price_USD,Color,Country_of_Manufacture,Autonomous_Level,Safety_Rating,Units_Sold_2024,Warranty_Years
10,49,9,127.3,403,0,4.2,59459.42,21,25,1.0,5.0,12418,4
34,3,11,83.4,281,0,4.4,135638.4,23,25,4.0,5.0,13317,4
23,136,2,112.5,329,5,1.6,56591.57,23,3,4.0,4.0,13942,5
23,86,7,79.0,256,0,3.2,116554.12,38,5,5.0,4.0,9060,5
21,155,1,45.2,216,9,2.6,31697.8,30,17,0.0,3.0,16085,3
46,15,10,82.2,274,8,11.6,60297.41,0,5,3.0,5.0,1756,3
13,18,5,35.4,491,13,7.5,124888.9,14,29,3.0,4.0,10006,5
14,67,7,32.9,490,4,7.7,61757.54,21,21,4.0,4.0,14762,5
4,13,4,50.1,461,11,8.6,84483.76,45,2,5.0,3.0,13930,3
29,63,11,138.1,523,2,1.3,49910.73,25,15,4.0,4.0,9964,5
51,54,3,84.2,141,6,10.7,118144.07,22,31,4.0,5.0,19238,3
8,2,14,25.2,487,8,5.9,108181.14,4,23,3.0,3.0,15401,4
24,85,2,33.6,182,7,5.2,89456.28,24,34,4.0,3.0,8270,4
20,69,1,148.5,436,14,5.3,52509.9,51,9,5.0,3.0,8750,5
49,73,0,110.8,162,5,11.7,103064.6,17,21,0.0,3.0,3717,4
20,69,0,113.2,360,0,5.3,87899.95,0,3,1.0,5.0,4473,3
47,88,0,122.4,236,5,3.8,65826.7,27,16,3.0,4.0,11309,4
23,86,0,61.8,196,12,7.1,58027.49,33,14,3.0,4.0,12651,5
48,150,4,36.4,594,7,10.5,134902.84,7,10,3.0,5.0,5058,3
17,118,14,110.1,432,3,10.3,132280.96,41,27,2.0,4.0,17728,3
14,67,2,109.0,247,12,9.1,82076.58,54,10,5.0,4.0,10629,3
30,103,9,38.9,371,13,7.0,125102.34,35,23,5.0,3.0,16307,5
13,48,2,53.0,230,5,10.8,85830.39,11,27,3.0,4.0,13903,5
18,65,5,149.9,536,15,1.7,75763.72,49,28,5.0,5.0,12969,4
46,15,8,116.8,125,15,10.1,138352.19,33,2,2.0,4.0,4481,5
22,146,8,77.3,396,9,8.9,40816.01,11,12,1.0,4.0,17394,5
47,165,0,127.2,346,11,9.1,70645.83,34,1,1.0,5.0,13022,5
3,64,4,54.4,163,14,4.7,119881.39,18,16,5.0,3.0,15449,3
14,68,5,104.2,425,14,11.0,66262.82,48,5,5.0,4.0,3805,3
38,127,10,68.2,586,13,7.3,117191.9,48,10,4.0,3.0,12141,3
15,59,1,67.1,451,9,6.8,147341.1,49,30,1.0,4.0,3003,5
42,20,14,146.2,125,7,3.3,45110.87,29,33,1.0,3.0,7634,4
35,14,4,56.0,174,2,6.7,125821.66,34,11,1.0,5.0,10609,3
39,123,11,116.4,369,1,9.1,87149.52,33,0,0.0,5.0,1420,5
48,153,10,103.6,115,6,12.0,131675.83,5,10,3.0,5.0,19932,3
1,171,14,102.3,380,7,4.9,101687.02,11,1,3.0,5.0,18066,5
42,133,0,49.7,273,14,5.1,117553.5,38,39,2.0,4.0,2199,3
19,82,13,116.8,290,2,6.9,100375.81,28,38,0.0,4.0,1685,4
4,13,13,95.1,208,2,8.1,56909.38,54,4,2.0,3.0,14061,5
35,62,2,103.6,113,0,0.8,62792.45,46,24,2.0,5.0,13132,3
13,113,7,89.0,292,13,5.7,48889.11,25,12,4.0,3.0,5158,5
2,178,6,77.6,317,15,7.5,79702.05,15,35,4.0,5.0,19435,4
25,46,4,48.7,406,6,0.6,66170.32,15,17,2.0,5.0,14111,3
49,74,7,49.9,386,9,1.3,133411.72,44,39,2.0,5.0,14066,5
51,121,13,72.7,594,7,2.5,143713.72,47,0,2.0,5.0,13121,5
19,79,7,64.1,270,8,1.4,105986.96,26,35,2.0,5.0,4839,3
22,115,5,42.6,178,3,2.5,122741.77,8,1,4.0,5.0,10590,5
41,114,13,81.0,423,11,9.7,100970.37,49,35,4.0,5.0,12082,4
1,170,14,85.9,336,6,5.7,127177.91,42,8,3.0,4.0,3391,4
9,80,2,42.4,226,14,11.9,92888.23,43,21,2.0,5.0,19591,3
48,151,12,32.3,447,10,3.8,116848.04,24,15,2.0,4.0,10165,5
43,5,14,112.1,143,11,6.9,107219.19,36,17,5.0,3.0,13874,5
3,64,6,43.4,209,7,11.4,88352.51,14,17,2.0,5.0,17253,3
32,106,11,97.6,178,8,2.6,113141.48,43,21,0.0,3.0,14555,5
30,103,3,51.1,594,15,10.9,53281.94,45,28,3.0,5.0,17283,4
31,23,11,133.5,126,15,10.6,96544.89,54,29,2.0,4.0,16821,3
52,161,1,78.6,278,5,5.3,77574.48,51,3,0.0,4.0,3246,5
16,57,11,25.0,569,15,8.5,46655.12,12,22,0.0,4.0,7066,3
23,86,8,57.5,254,1,1.0,80379.07,6,9,0.0,5.0,538,5
27,98,6,75.8,414,9,3.3,79988.11,24,36,2.0,5.0,16633,5
34,3,4,102.6,291,0,9.1,72851.27,40,4,5.0,5.0,10895,3
7,154,12,125.8,189,14,11.8,87423.74,32,17,5.0,4.0,6605,3
48,150,12,141.3,363,10,11.9,95163.68,18,18,1.0,3.0,10876,4
20,69,0,72.0,325,10,4.4,52418.07,23,26,4.0,3.0,13910,3
52,164,6,61.8,140,7,8.1,66779.5,22,39,3.0,3.0,11552,5
52,163,8,143.2,138,10,4.7,126131.52,45,21,1.0,4.0,1140,3
1,171,12,67.1,586,6,7.5,111487.45,51,0,0.0,4.0,10301,5
47,165,4,115.6,355,10,11.0,44131.32,33,31,1.0,4.0,6559,3
49,70,10,42.4,465,14,12.0,127261.59,41,12,5.0,4.0,5161,5
9,80,3,49.2,202,2,3.2,89282.63,51,38,3.0,5.0,2825,3
45,145,3,73.4,309,3,1.9,68043.32,40,19,4.0,5.0,19260,3
35,14,3,138.4,128,1,6.5,66494.95,35,12,1.0,4.0,2584,4
26,92,6,36.3,255,3,6.3,50236.31,27,32,4.0,5.0,1349,3
19,82,8,95.0,433,4,9.3,79990.41,16,11,5.0,4.0,15825,3
10,49,10,29.5,130,8,5.6,88110.14,15,20,2.0,4.0,13065,3
8,180,3,33.8,223,14,1.9,83951.52,9,10,2.0,4.0,8135,3
5,125,7,60.7,490,8,6.2,91766.98,8,24,0.0,3.0,7049,5
12,119,6,84.3,551,15,3.8,30981.29,54,39,0.0,4.0,11991,3
51,122,3,45.3,383,11,1.3,90510.66,46,38,4.0,3.0,12907,4
48,151,12,118.1,201,10,6.3,35436.4,20,20,4.0,5.0,4580,4
14,68,9,148.8,478,11,7.3,90877.8,19,27,4.0,4.0,10854,5
20,69,6,123.6,471,5,7.4,61863.65,42,16,5.0,5.0,12458,3
5,100,4,94.4,458,1,2.7,82924.63,48,32,1.0,4.0,2040,5
49,75,3,62.3,439,15,6.5,67650.31,32,1,2.0,5.0,8662,5
17,117,6,92.6,215,11,9.4,114588.11,23,26,2.0,5.0,8960,4
20,69,1,64.9,495,2,3.8,64515.64,12,36,3.0,3.0,6621,5
47,89,11,34.2,479,12,3.3,110380.08,26,2,0.0,4.0,3294,5
35,14,3,147.1,180,13,8.0,135677.69,0,22,2.0,3.0,18813,3
29,63,9,134.7,190,6,12.0,77639.35,8,23,2.0,3.0,18610,5
22,35,10,148.6,378,15,10.7,46103.99,19,1,0.0,5.0,8430,5
39,148,8,58.4,445,4,2.5,132737.58,13,39,0.0,5.0,4607,4
41,114,6,69.9,328,0,11.5,66233.5,52,28,0.0,3.0,3873,4
45,145,2,85.3,558,11,8.4,106645.36,11,0,1.0,4.0,19848,4
24,95,8,106.3,211,12,8.3,101497.74,6,36,4.0,4.0,18486,3
2,177,5,94.5,176,8,4.3,92440.98,34,33,3.0,3.0,14858,3
27,96,14,27.5,336,11,8.8,77513.85,37,37,4.0,5.0,2089,5
2,173,4,57.3,192,2,9.3,147399.99,42,14,3.0,4.0,12309,3
44,40,11,105.0,278,1,2.6,94471.02,26,17,1.0,4.0,15171,5
40,81,9,127.0,226,14,4.5,63077.97,52,5,1.0,3.0,7886,3
1,170,4,78.0,444,6,3.3,35308.41,7,2,0.0,3.0,18877,4
11,50,1,61.7,254,2,11.8,92550.13,48,24,4.0,3.0,13998,5
28,159,2,107.3,502,7,8.5,78991.1,25,13,4.0,4.0,4730,4
2,177,9,92.4,168,10,3.3,54400.41,42,36,2.0,3.0,1688,4
33,32,5,124.6,400,4,6.0,134336.86,36,24,0.0,5.0,3844,5
8,180,7,98.6,204,10,11.0,96249.52,33,7,4.0,4.0,16803,4
6,140,8,129.2,568,4,4.8,79671.62,29,2,0.0,5.0,13683,4
13,48,5,69.4,526,12,6.2,108552.96,45,20,3.0,4.0,15100,3
40,141,11,113.6,350,8,11.0,95056.42,42,30,0.0,3.0,13513,3
0,160,7,39.6,211,14,4.8,104140.23,24,9,5.0,3.0,18076,4
46,109,7,55.7,600,11,0.7,127578.87,45,39,1.0,3.0,4879,3
26,92,6,126.0,236,10,1.4,145115.74,47,28,5.0,3.0,1038,3
51,121,3,81.9,426,5,8.6,39922.33,41,39,2.0,3.0,17306,3
50,11,10,55.2,573,3,8.4,63644.76,30,28,1.0,3.0,19235,3
8,2,0,30.0,183,12,7.0,131933.09,45,27,5.0,5.0,2569,5
36,168,13,76.8,529,3,4.4,122280.68,22,34,2.0,4.0,16076,3
12,124,11,108.4,438,10,1.5,104233.91,10,3,0.0,5.0,5055,5
33,31,13,31.9,582,11,5.6,121361.58,54,17,0.0,5.0,13370,3
34,87,3,32.1,406,7,10.4,31480.87,48,13,5.0,3.0,18741,5
31,28,11,55.0,237,15,2.2,50064.89,4,14,0.0,5.0,16246,5
14,67,13,37.6,103,10,4.3,104423.06,10,20,3.0,5.0,4460,4
41,114,12,43.1,303,7,3.9,113394.93,8,28,2.0,4.0,11960,3
11,139,3,43.4,493,5,11.5,85394.67,12,33,2.0,4.0,13406,5
28,159,6,51.5,437,2,8.7,124689.21,40,19,3.0,5.0,13706,5
7,154,14,103.0,143,1,9.3,108912.2,49,21,0.0,5.0,13094,4
48,152,4,32.8,213,12,5.6,76936.1,33,16,1.0,5.0,3425,4
24,83,1,142.3,172,9,4.1,84639.92,15,29,3.0,4.0,10450,3
45,145,4,130.4,431,1,8.3,49722.49,39,3,4.0,4.0,7597,4
0,160,2,105.5,302,5,9.0,135971.68,7,16,0.0,5.0,2050,5
22,115,12,45.6,158,0,8.2,88738.08,16,12,4.0,4.0,15003,5
39,123,14,31.0,168,7,1.9,66645.6,32,0,4.0,5.0,12573,4
39,12,3,110.1,430,8,6.9,88757.04,20,23,3.0,3.0,15879,3
26,93,3,104.9,309,15,5.3,130787.02,8,21,3.0,4.0,1071,4
50,37,8,79.5,480,15,6.8,43585.32,34,25,2.0,5.0,14462,5
42,133,7,127.9,484,12,3.9,149917.52,7,31,0.0,3.0,6877,5
21,155,2,75.7,415,2,9.5,127623.58,10,30,4.0,4.0,9589,4
11,138,0,108.3,148,2,11.6,124282.93,3,25,1.0,3.0,10554,3
8,2,10,38.5,423,0,7.7,75020.68,40,36,5.0,4.0,14899,4
41,114,7,146.4,425,9,10.3,125481.35,13,33,1.0,4.0,11067,5
11,139,1,83.1,275,6,1.0,105141.54,50,1,1.0,4.0,22,4
26,92,0,104.5,181,0,1.6,73252.25,21,0,5.0,4.0,7672,4
16,55,4,47.7,139,2,7.3,92333.31,7,37,5.0,4.0,4331,4
1,171,13,115.0,152,1,4.1,135718.68,20,13,1.0,3.0,17383,5
46,15,11,77.2,469,4,7.7,48164.9,48,9,1.0,3.0,19319,5
33,31,12,122.8,226,0,7.9,59780.04,22,15,2.0,5.0,9884,3
25,46,5,117.2,251,6,9.5,125253.36,17,26,1.0,5.0,395,4
41,114,1,129.1,315,9,6.8,50732.44,0,6,1.0,3.0,1981,4
27,99,7,85.1,312,13,8.6,39891.34,30,27,2.0,3.0,6658,3
29,60,14,102.5,527,3,4.1,82498.33,41,3,2.0,4.0,19950,3
45,145,4,112.0,459,5,2.4,144361.94,26,29,5.0,5.0,8806,5
20,69,8,75.8,368,3,3.5,147006.07,16,6,4.0,5.0,5468,4
31,22,0,94.6,470,1,3.1,91058.99,44,37,3.0,3.0,1158,5
10,49,12,52.3,568,7,3.6,39346.45,51,5,0.0,3.0,13137,3
6,16,12,31.2,333,5,4.7,64991.41,6,24,1.0,4.0,6403,5
29,63,4,141.2,112,12,6.7,106313.02,23,37,0.0,5.0,10076,3
42,20,9,84.0,130,2,8.7,41163.2,14,29,2.0,5.0,3131,5
49,76,13,96.9,131,13,8.1,45684.99,11,31,3.0,4.0,14835,4
50,158,11,121.4,399,1,2.3,49725.0,47,12,4.0,4.0,10102,4
18,172,11,125.0,255,6,3.0,132788.79,9,36,2.0,4.0,9792,4
5,90,9,131.1,384,12,1.6,42228.88,6,17,2.0,3.0,4283,3
5,125,2,101.9,430,3,7.2,61058.48,37,6,2.0,4.0,4220,3
10,49,4,142.5,125,8,11.1,81978.77,52,34,3.0,3.0,6132,4
47,88,4,99.8,415,12,7.9,89866.99,28,22,3.0,3.0,17229,3
0,160,8,112.7,345,15,4.5,97878.13,38,13,0.0,4.0,1919,4
25,41,5,146.6,151,12,8.1,61983.24,37,30,1.0,4.0,11626,3
39,102,12,124.8,457,9,11.0,33384.79,23,4,4.0,4.0,17764,4
39,12,13,27.3,408,12,0.7,87358.68,36,9,1.0,4.0,1951,3
13,48,1,88.4,286,3,4.8,143030.79,13,16,1.0,3.0,14315,5
28,10,7,145.9,455,9,3.1,100674.02,32,13,5.0,3.0,18770,4
35,62,11,98.3,571,12,7.9,42493.23,8,32,0.0,3.0,2907,5
32,105,10,21.5,207,12,8.5,72057.74,6,10,0.0,3.0,13566,4
33,31,9,33.2,345,12,2.4,38845.13,41,18,2.0,4.0,5574,4
31,27,0,147.1,273,15,8.6,81758.8,42,21,3.0,3.0,6225,4
43,5,6,58.7,149,6,5.0,95959.52,8,32,3.0,3.0,19667,4
26,91,5,42.2,249,3,5.9,43861.07,6,34,5.0,4.0,6058,4
33,31,10,25.8,325,14,3.5,130449.45,29,30,5.0,4.0,11265,5
24,84,4,129.3,519,13,11.6,112448.15,0,28,3.0,5.0,1137,5
11,50,2,147.8,175,1,11.4,83884.77,35,33,1.0,5.0,14266,3
5,100,1,97.4,263,3,1.5,96763.7,28,12,4.0,5.0,19253,5
48,152,9,39.5,390,1,11.1,97522.05,54,7,2.0,5.0,15911,5
4,13,11,55.8,173,10,0.9,136748.91,36,3,2.0,4.0,662,4
5,125,6,129.6,539,1,11.7,57354.89,25,19,2.0,5.0,2925,3
15,58,7,83.0,364,9,9.9,91832.36,35,6,4.0,5.0,18634,3
39,102,1,27.5,116,14,1.1,73245.01,31,25,3.0,3.0,1001,3
3,17,10,43.1,545,15,7.2,71971.19,35,31,5.0,3.0,1626,3
11,139,2,49.3,205,0,8.0,91593.75,33,37,1.0,3.0,7332,4
4,13,6,75.1,292,9,5.8,56185.09,25,29,3.0,3.0,12262,5
16,57,2,34.1,132,7,11.9,106871.37,4,31,5.0,3.0,1860,5
51,54,11,113.8,435,15,12.0,61131.15,48,34,0.0,3.0,11244,5
9,80,3,103.0,343,9,6.3,131450.31,50,38,0.0,5.0,18318,3
44,44,13,48.9,214,11,5.3,136421.23,51,31,3.0,5.0,19122,5
14,67,0,45.3,161,10,6.6,79572.87,41,32,3.0,5.0,14993,3
41,114,10,63.2,190,7,7.8,30565.62,4,33,1.0,3.0,4240,5
52,162,9,145.5,296,5,0.9,53929.71,51,37,4.0,5.0,8153,3
43,5,11,33.4,357,11,2.4,128861.26,25,7,4.0,5.0,4384,4
28,10,11,143.3,570,10,0.7,56918.56,20,33,4.0,5.0,1224,4
0,160,14,26.3,124,1,8.0,32369.01,23,5,3.0,5.0,5017,3
43,5,9,106.0,439,0,7.7,114087.16,48,10,4.0,3.0,16309,3
4,94,1,88.0,203,9,8.6,65442.14,44,38,1.0,3.0,89,3
32,107,1,94.6,352,2,11.4,123543.15,40,10,5.0,4.0,8654,4
2,173,1,25.1,248,9,9.7,67524.85,39,5,5.0,4.0,4534,5
16,56,12,136.3,589,0,10.6,41154.16,37,20,3.0,4.0,15671,4
16,56,11,110.5,130,8,1.7,139347.21,0,28,1.0,5.0,944,5
40,0,0,83.5,554,13,5.6,37600.33,42,12,1.0,5.0,18895,5
11,139,1,64.0,367,1,5.5,117198.24,0,4,5.0,5.0,1788,3
16,56,1,81.0,353,8,1.4,88997.76,17,20,0.0,4.0,13214,3
19,79,8,94.5,145,15,5.6,44244.82,8,11,0.0,3.0,2978,5
14,68,3,46.9,443,14,11.4,73601.1,3,2,2.0,4.0,11904,5
15,58,8,105.7,101,7,4.6,106039.34,10,7,2.0,4.0,5379,4
49,70,13,53.1,200,4,1.9,132263.32,15,1,1.0,4.0,1523,5
44,40,8,135.9,334,2,11.6,30520.52,39,30,3.0,5.0,5806,5
21,61,13,70.4,407,7,6.3,76159.52,22,3,2.0,3.0,4527,4
4,120,6,129.6,380,7,8.7,142261.45,16,33,4.0,5.0,4347,5
16,56,3,110.3,265,1,9.2,97473.63,27,28,5.0,5.0,9369,4
10,49,13,23.3,174,6,8.2,53988.29,46,21,5.0,5.0,9671,3
8,2,12,125.8,152,12,9.0,97352.47,17,35,5.0,4.0,12699,4
48,151,4,21.7,228,4,7.6,123710.99,7,2,5.0,5.0,17911,5
4,94,6,78.3,449,3,2.7,50855.42,19,5,3.0,3.0,19136,4
46,110,7,141.9,120,2,11.2,101625.64,33,9,2.0,4.0,2388,5
41,114,3,28.9,358,8,5.3,94444.31,21,4,1.0,4.0,7158,5
25,41,1,117.8,432,5,1.8,71520.87,17,9,1.0,4.0,12496,3
33,30,7,56.8,566,9,6.4,91048.27,8,18,5.0,3.0,5485,5
29,63,13,47.4,422,4,10.4,80905.13,54,33,5.0,4.0,2363,5
44,43,10,113.2,119,3,1.3,51359.06,18,38,5.0,4.0,12715,4
0,160,12,22.2,444,1,6.7,106970.73,43,6,4.0,4.0,16476,3
30,103,13,56.6,574,14,4.9,128654.68,2,22,1.0,5.0,9665,5
13,18,0,138.8,507,9,11.5,31338.02,28,32,1.0,5.0,17941,3
45,145,5,73.6,430,2,2.4,56494.56,50,31,1.0,3.0,17984,4
16,55,2,28.8,150,4,8.8,88462.85,36,4,1.0,5.0,2287,3
41,114,12,100.1,256,2,7.0,73739.21,38,39,2.0,5.0,14290,4
3,147,7,63.1,345,14,5.6,122972.04,8,38,2.0,5.0,9195,3
29,63,7,135.2,139,3,10.8,131950.47,16,11,4.0,3.0,18074,4
29,60,8,39.3,300,12,10.8,100752.09,41,7,4.0,3.0,11923,5
46,137,1,145.3,414,8,9.2,46844.48,35,23,4.0,5.0,15843,4
7,8,5,28.2,289,12,1.0,54812.89,6,0,3.0,5.0,10619,3
9,7,14,90.8,189,10,8.0,73835.61,42,6,3.0,4.0,11563,4
28,10,4,85.2,171,14,2.4,39250.59,42,25,1.0,3.0,7547,4
10,49,10,107.8,345,4,7.3,107671.11,48,11,1.0,5.0,16798,3
11,139,11,53.6,192,10,7.4,97632.56,2,7,1.0,4.0,5589,3
24,84,1,119.8,419,0,2.4,112270.94,47,15,1.0,3.0,6630,5
27,96,14,32.5,343,6,10.6,93771.59,46,5,1.0,5.0,39,5
16,53,9,68.1,122,13,3.1,126276.02,6,13,5.0,5.0,3201,4
49,73,8,50.2,539,3,3.8,135211.96,48,31,5.0,5.0,17122,3
25,39,2,46.7,511,7,5.2,42789.99,5,16,4.0,4.0,13023,3
24,95,12,92.7,347,0,11.9,99318.14,33,34,5.0,5.0,5301,3
42,20,8,64.0,381,6,2.3,145748.43,53,36,3.0,3.0,8620,3
3,64,4,114.2,576,10,7.6,92520.67,12,15,3.0,4.0,14384,3
26,92,6,45.3,501,12,7.6,110882.93,51,3,1.0,4.0,11571,5
51,121,5,87.3,477,3,11.1,95951.12,52,38,2.0,3.0,19869,3
6,16,4,53.9,308,1,6.9,90380.3,36,5,2.0,5.0,8196,5
15,59,10,120.1,487,7,11.6,85061.81,47,16,3.0,5.0,7221,5
43,5,9,144.2,364,5,8.6,61601.96,11,36,5.0,5.0,5848,4
41,114,0,94.6,193,4,6.2,53959.98,39,3,1.0,5.0,11666,3
35,14,0,30.2,589,15,7.6,121709.31,30,18,2.0,5.0,9002,4
39,123,5,117.5,165,6,6.5,80781.1,30,18,3.0,4.0,3944,5
25,41,7,21.1,445,4,4.9,42089.74,51,9,1.0,4.0,11242,4
39,12,5,74.5,485,9,4.7,78071.11,7,23,4.0,5.0,8845,3
23,86,5,39.0,591,2,5.9,31169.07,48,26,4.0,5.0,10345,4
45,145,1,93.8,303,1,8.4,37204.37,37,31,5.0,4.0,11828,4
23,86,4,73.5,279,4,7.1,107983.86,30,23,2.0,4.0,14645,3
33,30,2,144.4,544,8,7.9,141428.0,48,9,0.0,4.0,10383,5
30,103,2,71.4,554,14,9.5,142652.38,39,16,3.0,3.0,4097,5
38,128,5,41.7,152,1,1.2,135442.92,28,30,3.0,3.0,3405,4
14,67,2,141.1,299,11,3.1,118511.19,7,17,3.0,3.0,11692,4
17,118,0,55.4,327,2,11.6,113714.75,32,16,5.0,4.0,17152,5
0,160,10,90.2,512,3,5.6,73894.0,18,32,0.0,3.0,11268,4
17,116,7,139.9,584,15,3.9,121904.3,10,7,0.0,5.0,14323,4
38,127,9,127.7,212,0,1.4,105038.76,26,9,5.0,5.0,8808,4
26,91,11,57.6,426,14,7.6,62656.1,43,26,0.0,3.0,6092,3
30,103,7,77.0,104,12,1.5,31766.98,15,20,3.0,3.0,10821,3
8,179,6,120.8,136,15,2.6,137483.88,18,13,0.0,4.0,14514,3
36,167,10,115.6,148,4,5.9,111773.08,25,12,5.0,5.0,4002,4
17,116,5,66.9,126,4,11.7,58315.9,5,12,5.0,4.0,7965,3
7,45,7,97.5,290,3,3.4,89990.3,45,9,5.0,3.0,17575,3
49,74,12,147.6,503,9,9.8,82646.27,31,11,2.0,3.0,15902,5
15,42,3,110.6,197,8,6.8,68841.71,47,25,4.0,3.0,17404,3
15,59,3,67.7,100,10,8.9,135951.88,43,0,1.0,3.0,17660,4
26,92,10,119.5,178,11,4.2,106908.47,34,10,0.0,3.0,1024,3
22,36,13,24.1,428,10,8.1,93098.56,23,16,2.0,3.0,6839,5
28,159,8,103.1,284,13,10.0,125309.95,3,9,0.0,3.0,7074,5
22,146,3,70.1,198,12,7.1,143700.4,28,38,0.0,5.0,15031,5
32,106,11,123.0,381,10,6.3,108903.83,30,15,2.0,4.0,12180,4
8,2,1,114.4,411,12,7.0,55671.38,33,38,2.0,4.0,6,5
7,154,4,87.3,555,11,0.6,148127.33,15,12,2.0,4.0,18142,5
23,136,4,79.8,179,2,3.5,136755.04,17,2,2.0,3.0,2529,5
41,114,10,127.3,453,1,7.3,66047.19,52,28,0.0,4.0,13648,3
35,14,1,98.3,105,10,1.1,92926.0,38,27,2.0,3.0,12873,4
8,2,3,31.7,321,11,9.5,47761.49,36,36,5.0,3.0,13058,5
52,164,10,92.7,349,10,8.0,53531.92,43,29,0.0,5.0,18874,3
20,69,12,65.3,264,9,7.3,32904.82,25,21,4.0,5.0,4778,4
7,8,2,68.6,487,3,1.8,36544.56,43,32,2.0,3.0,9998,4
17,117,5,116.2,208,4,6.8,120042.62,28,22,1.0,4.0,19103,5
25,39,11,27.8,202,0,1.1,108570.94,53,6,2.0,4.0,3535,3
30,103,9,86.1,463,1,10.9,88159.46,22,27,2.0,5.0,704,3
38,128,10,71.1,180,5,4.5,72229.57,16,24,4.0,5.0,8443,4
5,90,6,49.3,274,10,8.1,40535.4,1,29,4.0,4.0,7876,5
13,47,0,98.7,329,2,2.9,46629.18,30,8,2.0,3.0,14092,3
16,56,13,92.5,585,1,2.6,130742.7,9,11,3.0,5.0,8971,3
35,14,11,44.0,490,0,7.5,103483.44,22,2,0.0,4.0,4393,5
4,13,12,43.9,298,15,5.9,49654.37,14,18,0.0,3.0,6646,3
1,171,1,100.2,452,7,10.5,136510.43,5,34,4.0,4.0,12915,5
36,167,13,78.7,523,6,10.6,59486.6,30,34,0.0,5.0,1615,3
30,103,0,59.6,523,11,5.8,80695.46,43,30,1.0,3.0,16405,3
39,102,9,62.0,112,8,5.7,137594.1,31,1,1.0,5.0,5373,5
40,104,13,111.8,424,9,1.5,114873.49,52,35,1.0,3.0,10983,5
