Manufacturer,Model,Year,Battery_Type,Battery_Capacity_kWh,Range_km,Charging_Type,Charge_Time_hr,Price_USD,Color,Country_of_Manufacture,Autonomous_Level,Safety_Rating,Units_Sold_2024,Warranty_Years
46,15,2019,10,-0.05683998934933563,-0.5220798843153841,8,1.6083242277569298,-0.8749075599292198,0,5,3.0,5.0,-1.464488802997572,3
13,18,2016,5,-1.3147589574713914,0.9705387502101991,13,0.38445926640271216,0.9892692843939913,14,29,3.0,4.0,-0.03484396246479412,5
14,67,2024,7,-1.3819554835462875,0.9636603233229845,4,0.4441599962248692,-0.8327667061464437,21,21,4.0,4.0,0.7893246268168896,5
4,13,2019,4,-0.919643384151002,0.764185943593759,11,0.7128132804245754,-0.17686461930814593,45,2,5.0,3.0,0.6451471107777053,3
29,63,2025,11,1.4456743336853417,1.1906484106010684,2,-1.4662633580841538,-1.1746778291302402,25,15,4.0,4.0,-0.042122154380233714,5
51,54,2023,3,-0.0030827684894187252,-1.436910660314935,6,1.3396709435572234,0.7946065524319866,22,31,4.0,5.0,1.5649719366623094,3
8,2,2019,14,-1.5889207838569674,0.9430250426613404,8,-0.09314657217454347,0.507066144127223,4,23,3.0,3.0,0.9000571181017921,4
24,85,2020,2,-1.3631404562453164,-1.1548951579391336,7,-0.3020991265520929,-0.03335257705716111,24,34,4.0,3.0,-0.33567589496963074,4
20,69,2023,1,1.7252118821569098,0.5922252714133923,14,-0.2722487616410145,-1.0996631092583258,51,9,5.0,3.0,-0.2524965587931782,5
49,73,2022,0,0.7118882689474759,-1.292463695683427,5,1.6381745926680082,0.3593975365280876,17,21,0.0,3.0,-1.1246665566600231,4
20,69,2022,0,0.7763969339793764,0.06946482798507743,0,-0.2722487616410145,-0.07826986179738844,0,3,1.0,5.0,-0.9936591021821104,3
47,88,2020,0,1.0236801499349943,-0.7834601060295415,5,-0.7200042353071918,-0.7153265627491288,27,16,3.0,4.0,0.1909532771975343,4
23,86,2022,0,-0.6051636421204882,-1.0585971815181283,12,0.26505780675839813,-0.9404197861136003,33,14,3.0,4.0,0.42350883792419947,5
48,150,2022,4,-1.2878803470414328,1.67901671959331,7,1.2799702137350666,1.278281893770892,7,10,3.0,5.0,-0.8922842862170589,3
17,118,2020,14,0.693073241646505,0.5647115638645336,3,1.2202694839129098,1.202611739938024,41,27,2.0,4.0,1.3033036082738858,3
14,67,2018,2,0.6635067701735509,-0.7077974102701802,12,0.8620651049799678,-0.24633831028691006,54,10,5.0,4.0,0.07311588428089322,3
30,103,2020,9,-1.2206838209665367,0.1451275237444388,13,0.23520744184731973,0.9954293823519785,35,23,5.0,3.0,1.0570581151348462,5
13,48,2022,2,-0.8416954139041225,-0.8247306673528295,5,1.3695213084683022,-0.13799949227870326,11,27,3.0,4.0,0.6404682731177798,5
18,65,2019,5,1.7628419367588517,1.2800679601348592,15,-1.3468618984398397,-0.4285339436970424,49,28,5.0,5.0,0.4786151481410993,4
46,15,2025,8,0.8731599315272267,-1.5469654905103698,15,1.1605687540907526,1.377833682992139,33,2,2.0,4.0,-0.9922727799125028,5
22,146,2019,8,-0.1885451804561322,0.3170881959248055,9,0.802364375157811,-1.4371608037388643,11,12,1.0,4.0,1.245424653517771,5
47,165,2019,0,1.1526974799987948,-0.026833148435927934,11,0.8620651049799678,-0.5762415136848739,34,1,1.0,5.0,0.4877995331772492,5
3,64,2021,4,-0.8040653593021807,-1.2855852687962124,14,-0.4513509511074853,0.8447473947500628,18,16,5.0,3.0,0.9083750517194373,3
14,68,2024,5,0.5344894401097503,0.516562575654031,14,1.429222038290459,-0.7027396909283014,48,5,5.0,4.0,-1.1094170116943403,3
38,127,2021,10,-0.43314053536875396,1.6239893044955926,13,0.32475853658055515,0.7671259467692398,48,10,4.0,3.0,0.3351307932367187,3
15,59,2018,1,-0.4627070068417085,0.6954016747216123,9,0.17550671202516271,1.6372628721578535,49,30,1.0,4.0,-1.2483958192224962,5
42,20,2025,14,1.663391078168005,-1.5469654905103698,7,-0.8692560598625841,-1.3132067261721447,29,33,1.0,3.0,-0.44588851540343033,4
35,14,2024,4,-0.7610595826142472,-1.209922573036851,2,0.14565634711408434,1.016189697490375,34,11,1.0,5.0,0.06965007860687436,3
39,123,2015,11,0.8624084873552436,0.13137066997000946,1,0.8620651049799678,-0.09992804353751326,33,0,0.0,5.0,-1.5227143383210886,5
48,153,2019,10,0.518362273851775,-1.6157497593825165,6,1.7277256874012439,1.1851470656627392,5,10,3.0,5.0,1.6852353935507638,3
1,171,2019,14,0.4834200802928291,0.2070333657293708,7,-0.3916502212853283,0.3196391606615025,11,1,3.0,5.0,1.3618757241648045,5
42,133,2022,0,-0.9303948283229854,-0.5289583112025987,14,-0.33194949146317154,0.7775620947340458,38,39,2.0,4.0,-1.3877212073180543,3
19,82,2021,13,0.8731599315272267,-0.4120250541199494,2,0.20535707693624136,0.2817962912673292,28,38,0.0,4.0,-1.476792413140339,4
4,13,2020,13,0.28989408519712817,-0.9760560588715522,2,0.5635614558691829,-0.9726895908728066,54,4,2.0,3.0,0.6678481379425287,5
35,62,2024,2,0.518362273851775,-1.6295066131569458,0,-1.6155151826395462,-0.8028981389720601,46,24,2.0,5.0,0.506861464384353,3
13,113,2016,7,0.12593456157438176,-0.3982682003455201,13,-0.1528473019967005,-1.204162833233683,25,12,4.0,3.0,-0.8749552578469646,5
2,178,2016,6,-0.18048159732714475,-0.22630752816515334,15,0.38445926640271216,-0.3148696886798035,15,35,4.0,5.0,1.599110122551395,4
25,46,2019,4,-0.9572734387529438,0.3858724647969522,6,-1.6752159124617032,-0.7054093360796966,15,17,2.0,5.0,0.6765126521275759,3
49,74,2023,7,-0.9250191062369938,0.24830392705265883,9,-1.4662633580841538,1.2352466367098267,44,39,2.0,5.0,0.6687145893610335,5
51,121,2019,13,-0.31218678843394093,1.67901671959331,7,-1.108058979151212,1.5325729540036022,47,0,2.0,5.0,0.5049552712636426,5
19,79,2019,7,-0.5433428381315839,-0.5495935918642427,8,-1.4364129931730756,0.44373985225383383,26,35,2.0,5.0,-0.9302348583475654,3
22,115,2019,5,-1.1212329623756905,-1.1824088654879923,3,-1.108058979151212,0.9273009039192309,8,1,4.0,5.0,0.06635756321655645,5
41,114,2022,13,-0.08909432186528585,0.5028057218796016,11,1.0411672944464385,0.29895590446963816,49,35,4.0,5.0,0.32490666649836303,4
1,170,2024,14,0.042610869241510724,-0.09561741730807462,6,-0.1528473019967005,1.0553324676155627,42,8,3.0,4.0,-1.1811591891465305,4
9,80,2023,2,-1.1266086844616823,-0.8522443749016883,14,1.6978753224901655,0.06569703026533663,43,21,2.0,5.0,1.6261434068087421,3
48,151,2016,12,-1.3980826498042627,0.6678879671727537,10,-0.7200042353071918,0.7572017934529286,24,15,2.0,4.0,-0.007290807356344222,5
43,5,2017,14,0.7468304625064219,-1.4231538065405058,11,0.20535707693624136,0.4793032776041452,36,17,5.0,3.0,0.6354428548904525,5
3,64,2020,6,-1.0997300740317237,-0.9691776319843376,7,1.548623497934773,-0.06520851466532959,14,17,2.0,5.0,1.220990723515938,3
32,106,2024,11,0.3570906112720243,-1.1824088654879923,8,-1.0782086142401335,0.6502266590490833,43,21,0.0,3.0,0.7534535380907945,5
30,103,2018,3,-0.8927647737210436,1.67901671959331,15,1.3993716733793806,-1.0773812406887775,45,28,3.0,5.0,1.2261894320269664,4
31,23,2024,11,1.3220327257075328,-1.5400870636231552,15,1.309820578646145,0.17123199933886196,54,29,2.0,4.0,1.1461293209571308,3
52,161,2018,1,-0.1536029868971863,-0.4945661767665254,5,-0.2722487616410145,-0.37627354743390173,51,3,0.0,4.0,-1.206286280283167,5
16,57,2017,11,-1.5942965059429592,1.5070560474129433,15,0.682962915513497,-1.2686380826581753,12,22,0.0,4.0,-0.5443173965455659,3
23,86,2016,8,-0.7207416669693095,-0.6596484220596774,1,-1.5558144528173892,-0.29533019505388297,6,9,0.0,5.0,-1.67555636854532,5
27,98,2017,6,-0.2288630961010699,0.44089987989466956,9,-0.8692560598625841,-0.3066137028202562,24,36,2.0,5.0,1.1135507476213535,5
34,3,2022,4,0.4914836634218166,-0.4051466272327347,0,0.8620651049799678,-0.512590246628731,40,4,5.0,5.0,0.119211099745344,3
7,154,2023,12,1.1150674253968527,-1.106746169728631,14,1.668024957579087,-0.09201377225734442,32,17,5.0,4.0,-0.6242042173317004,3
48,150,2015,12,1.5316858870612091,0.09010010864672144,10,1.6978753224901655,0.1313688579382274,18,18,1.0,3.0,0.11591858435502608,4
20,69,2021,0,-0.33100181573491194,-0.17128011306743599,10,-0.5409020458407208,-1.1023134175205165,23,26,4.0,3.0,0.6416813051036864,3
52,164,2023,6,-0.6051636421204882,-1.4437890872021497,7,0.5635614558691829,-0.687827774638324,22,39,3.0,3.0,0.2330628161368634,5
52,163,2025,8,1.5827552468781296,-1.4575459409765792,10,-0.4513509511074853,1.0251325758321193,45,21,1.0,4.0,-1.5712356177573525,3
1,171,2025,12,-0.4627070068417085,1.6239893044955926,6,0.38445926640271216,0.6024896518084093,51,0,0.0,4.0,0.016276671226983994,5
47,165,2016,4,0.8409055990112765,0.03507269354900409,10,1.429222038290459,-1.3414775467997042,33,31,1.0,4.0,-0.6321755703819438,3
49,70,2016,10,-1.1266086844616823,0.7916996511426176,14,1.7277256874012439,1.0577475584941436,41,12,5.0,4.0,-0.8744353869958618,5
9,80,2020,3,-0.9438341335379645,-1.0173266201948403,2,-0.8991064247736625,-0.03836429468461815,51,38,3.0,5.0,-1.279241489721264,3
45,145,2022,3,-0.2933717611329699,-0.2813349432628707,3,-1.2871611686176831,-0.651352629392525,40,19,4.0,5.0,1.5687843229037302,3
35,14,2021,3,1.4537379168143294,-1.5263302098487257,1,0.08595561729192733,-0.6960401803445893,35,12,1.0,4.0,-1.3210044480931913,4
26,92,2023,6,-1.2905682080844287,-0.6527699951724628,3,0.026254887469770304,-1.1652812554179022,27,32,4.0,5.0,-1.5350179484638555,3
19,82,2025,8,0.2872062241541325,0.5715899907517483,4,0.921765834802125,-0.3065473224543295,16,11,5.0,4.0,0.9735321983909918,3
10,49,2019,10,-1.4733427590081463,-1.5125733560742964,8,-0.18269766690777914,-0.07220356218255838,15,20,2.0,4.0,0.49525101537638977,3
8,180,2023,3,-1.3577647341593249,-0.8728796555633322,14,-1.2871611686176831,-0.19222561320413079,9,10,2.0,4.0,-0.35907008326925804,3
5,125,2024,7,-0.6347301135934423,0.9636603233229845,8,-0.0035954774413080753,0.03333660187612622,8,24,0.0,3.0,-0.5472633313684818,5
12,119,2015,6,-0.0003949074464230326,1.383244363443079,15,-0.7200042353071918,-1.7210009395586507,54,39,0.0,4.0,0.30913725068157727,3
51,122,2024,3,-1.0486607142148028,0.22766864639101483,11,-1.4662633580841538,-0.0029220856546943712,46,38,4.0,3.0,0.4678711505516408,4
48,151,2023,12,0.9081021250861726,-1.024205047082055,10,0.026254887469770304,-1.5924218821485678,20,20,4.0,5.0,-0.9751170418261096,4
14,68,2017,9,1.7332754652858975,0.8811192006764084,11,0.32475853658055515,0.007673952408908477,19,27,4.0,4.0,0.11210619811360534,5
20,69,2024,6,1.055934482450944,0.8329702124659057,5,0.35460890149163377,-0.829704262394935,42,16,5.0,5.0,0.3900638131699175,3
5,100,2018,4,0.27107905789615755,0.743550662932115,1,-1.048358249329055,-0.22186271492863135,48,32,1.0,4.0,-1.415274362426504,5
49,75,2018,3,-0.591724336905509,0.6128605520750363,15,0.08595561729192733,-0.6626953022676589,32,1,2.0,5.0,-0.2677461037588612,5
17,117,2018,6,0.22269755912223205,-0.9279070706610496,11,0.9516161997132034,0.6919778889448992,23,26,2.0,5.0,-0.21610559921598024,4
20,69,2021,1,-0.5218399497876168,0.9980524577590577,2,-0.7200042353071918,-0.7531651029890022,12,36,3.0,3.0,-0.6214315727924854,5
47,89,2019,11,-1.3470132899873413,0.887997627563623,12,-0.8692560598625841,0.5705298144970516,26,2,0.0,4.0,-1.197968346665522,5
35,14,2015,3,1.6875818275549677,-1.168652011713563,13,0.5337110909581045,1.3006448618309854,0,22,2.0,3.0,1.4913235660894089,3
29,63,2017,9,1.3542870582234827,-1.0998677428414163,6,1.7277256874012439,-0.3744013325044851,8,23,2.0,3.0,1.4561456384981173,5
22,35,2019,10,1.7278997431999055,0.19327651195494147,15,1.3396709435572234,-1.2845442613856186,19,1,0.0,5.0,-0.30794944957747994,5
39,148,2020,8,-0.6965509175823469,0.6541311133983243,4,-1.108058979151212,1.2157902628464576,13,39,0.0,5.0,-0.9704382041661841,4
41,114,2015,6,-0.3874468976378245,-0.15064483240579196,0,1.5784738628458514,-0.7035858962887221,52,28,0.0,3.0,-1.097633272402676,4
45,145,2021,2,0.02648370298353542,1.431393351653582,11,0.6531125506024186,0.46274195352603537,11,0,1.0,4.0,1.6706790097198845,4
24,95,2023,8,0.5909345220126629,-0.9554207782099082,12,0.6232621856913403,0.3141763451560312,6,36,4.0,4.0,1.4346576433192004,3
2,177,2023,5,0.2737669189391533,-1.1961657192624218,8,-0.5707524107517994,0.05278893519548213,34,33,3.0,3.0,0.8059604940521802,3
27,96,2022,14,-1.5270999798680631,-0.09561741730807462,11,0.7725140102467326,-0.37802339160178355,37,37,4.0,5.0,-1.406783138525158,5
2,173,2022,4,-0.7261173890553012,-1.086110889066987,2,0.921765834802125,1.6389624981358604,42,14,3.0,4.0,0.36424356089847704,3
44,40,2023,11,0.555992328453717,-0.4945661767665254,1,-1.0782086142401335,0.11137797782400653,26,17,1.0,4.0,0.8602003528505753,5
40,81,2023,9,1.147321757912803,-0.8522443749016883,14,-0.5110516809296424,-0.7946577380679909,52,5,1.0,3.0,-0.40221936391079277,3
1,170,2024,4,-0.1697301531551612,0.6472526865111097,6,-0.8692560598625841,-1.596115805207239,7,2,0.0,3.0,1.502414144246269,4
11,50,2025,1,-0.6078515031634839,-0.6596484220596774,2,1.668024957579087,0.055939116474128824,48,24,4.0,3.0,0.6569308500693694,5
28,159,2020,2,0.6178131324426214,1.0462014459695603,7,0.682962915513497,-0.33538843700828425,25,13,4.0,4.0,-0.9491234992709682,4
2,177,2021,9,0.21732183703624067,-1.251193134360139,10,-0.8692560598625841,-1.0451010459592522,42,36,2.0,3.0,-1.476272542289236,4
33,32,2016,5,1.0828130928809026,0.3446019034736642,4,-0.06329620726346509,1.2619471287677921,36,24,0.0,5.0,-1.1026586906300033,5
8,180,2018,7,0.3839692217019828,-1.0035697664204108,10,1.429222038290459,0.16270731730245533,33,7,4.0,4.0,1.1430100958505138,4
6,140,2022,8,1.2064547008587112,1.5001776205257287,4,-0.42150058619640696,-0.31574792978204114,29,2,0.0,5.0,0.6023444107035724,4
13,48,2020,5,-0.40088620285280374,1.2112836912627125,12,-0.0035954774413080753,0.5177972518049723,45,20,3.0,4.0,0.8478967427078083,3
40,141,2017,11,0.7871483781513595,0.0006805591129307435,8,1.429222038290459,0.12827322400375554,42,30,0.0,3.0,0.5728850624744122,3
0,160,2016,7,-1.2018687936655656,-0.9554207782099082,14,-0.42150058619640696,0.39044132478965826,24,9,5.0,3.0,1.363608627001814,4
46,109,2023,7,-0.7691231657432346,1.7202872809165979,11,-1.6453655475506246,1.0669045856685726,45,39,1.0,3.0,-0.9233032469995277,3
26,92,2023,6,1.1204431474828445,-0.7834601060295415,10,-1.4364129931730756,1.5730366934107285,47,28,5.0,3.0,-1.5889112266948489,3
51,121,2021,3,-0.0649035724783231,0.5234410025412456,5,0.7128132804245754,-1.462953327835069,41,39,2.0,3.0,1.230175108552088,3
50,11,2024,10,-0.7825624709582139,1.534569754961802,3,0.6531125506024186,-0.7782995956316738,30,28,1.0,3.0,1.5644520658112067,3
8,2,2021,0,-1.459903453793167,-1.148016731051919,12,0.23520744184731973,1.1925718538967713,45,27,5.0,5.0,-1.3236038023487053,5
36,168,2015,13,-0.20198448567111144,1.2319189719243564,3,-0.5409020458407208,0.9139933722126701,22,34,2.0,4.0,1.0170280595999284,3
12,124,2021,11,0.6473796039155759,0.6059821251878216,10,-1.4065626282619967,0.39314502595487694,10,3,0.0,5.0,-0.8928041570681617,5
33,31,2020,13,-1.4088340939762458,1.596475596946734,11,-0.18269766690777914,0.8874672007678335,54,17,0.0,5.0,0.5481045519051774,3
34,87,2020,3,-1.4034583718902542,0.3858724647969522,7,1.2501198488239882,-1.7065825468588232,48,13,5.0,3.0,1.4788466656629409,5
31,28,2017,11,-0.7879381930442056,-0.7765816791423269,15,-1.1976100738844475,-1.1702286129514392,4,14,0.0,5.0,1.0464874078290887,5
14,67,2022,13,-1.2556260145254827,-1.6982908820290925,10,-0.5707524107517994,0.39860408952662185,10,20,3.0,5.0,-0.9959118758702227,4
41,114,2022,12,-1.1077936571607112,-0.3226055045861587,7,-0.6901538703961133,0.6575414867639062,8,28,2.0,4.0,0.30376525188684805,3
11,139,2024,3,-1.0997300740317237,0.9842956039846285,5,1.5784738628458514,-0.15057481968806496,12,33,2.0,4.0,0.5543430021184113,5
28,159,2025,6,-0.8820133295490602,0.599103698300607,2,0.7426636453356538,0.9835060255801309,40,19,3.0,5.0,0.6063300872286941,5
7,154,2023,14,0.5022351075938001,-1.4231538065405058,1,0.921765834802125,0.5281652877421313,49,21,0.0,5.0,0.5002764336037171,4
48,152,2016,4,-1.3846433445892834,-0.9416639244354789,12,-0.18269766690777914,-0.3946978509122552,33,16,1.0,5.0,-1.1752673195006984,4
24,83,2016,1,1.5585644974911677,-1.2236794268112803,9,-0.6304531405739564,-0.1723576810720173,15,29,3.0,4.0,0.04209692349842446,3
45,145,2016,4,1.2387090333746618,0.557833136977319,1,0.6232621856913403,-1.1801106291659014,39,3,4.0,4.0,-0.4523002559003652,4
0,160,2017,2,0.5694316336686962,-0.32948393147337335,5,0.8322147400688894,1.309129715647836,7,16,0.0,5.0,-1.4135414595894946,5
22,115,2020,12,-1.040597131085815,-1.3199774032322857,0,0.5934118207802613,-0.05408056784345393,16,12,4.0,4.0,0.8310875851888169,5
39,123,2024,14,-1.4330248433632085,-1.251193134360139,7,-1.2871611686176831,-0.6916922663763977,32,0,4.0,5.0,0.4099921957955259,4
39,12,2025,3,0.693073241646505,0.5509547100901042,8,0.20535707693624136,-0.05353336273998979,20,23,3.0,3.0,0.9828898737108427,3
26,93,2023,3,0.5533044674107214,-0.2813349432628707,15,-0.2722487616410145,1.1594950947761273,8,21,3.0,4.0,-1.5831926473327176,4
50,37,2017,8,-0.12941223751022354,0.8948760544508377,15,0.17550671202516271,-1.3572356684501024,34,25,2.0,5.0,0.7373375417066068,5
42,133,2016,7,1.1715125072997656,0.9223897619996964,12,-0.6901538703961133,1.7116210036276676,7,31,0.0,3.0,-0.577069260165044,5
21,155,2024,2,-0.23155095714406557,0.44777830678188424,2,0.9814665646242818,1.0681949622601283,10,30,4.0,4.0,-0.10710601076808725,4
11,138,2023,0,0.6446917428725798,-1.3887616721044325,2,1.6083242277569298,0.9717803668546291,3,25,1.0,3.0,0.06011911300332251,3
8,2,2021,10,-1.23143526513852,0.5028057218796016,0,0.4441599962248692,-0.44997884243534264,40,36,5.0,4.0,0.8130653956839188,4
41,114,2016,7,1.668766800253997,0.516562575654031,9,1.2202694839129098,1.0063680008258202,13,33,1.0,4.0,0.14901702854190615,5
11,139,2024,1,-0.032649239962373254,-0.5152014574281695,6,-1.5558144528173892,0.4193401614009405,50,1,1.0,4.0,-1.7649741549350066,4
26,92,2017,0,0.5425530232387378,-1.1617735848263484,0,-1.3767122633509181,-0.5010175513551475,21,0,5.0,4.0,-0.4393034846227945,4
16,55,2016,4,-0.9841520491829022,-1.4506675140893643,2,0.32475853658055515,0.04968146823925807,7,37,5.0,4.0,-1.0182663224676443,4
1,171,2021,13,0.8247784327533015,-1.3612479645555737,1,-0.6304531405739564,1.3018278753959116,20,13,1.0,3.0,1.2435184603970606,5
46,15,2025,11,-0.1912330414991279,0.8192133586914764,4,0.4441599962248692,-1.2250642788022448,48,9,1.0,3.0,1.5790084496420858,5
33,31,2021,12,1.0344315941069775,-0.8522443749016883,0,0.5038607260470261,-0.8898393903289753,22,15,2.0,5.0,-0.055985377076309135,3
25,46,2023,5,0.8839113756992102,-0.6802837027213214,6,0.9814665646242818,0.9997879749007755,17,26,1.0,5.0,-1.700336879114555,4
41,114,2021,1,1.2037668398157155,-0.24006438193958268,9,0.17550671202516271,-1.1509624332669643,0,6,1.0,3.0,-1.4254984891648599,4
27,99,2025,7,0.021107980897543652,-0.2606996626012267,13,0.7128132804245754,-1.4638477311133582,30,27,2.0,3.0,-0.6150198322955505,3
29,60,2021,14,0.48879580237882087,1.2181621181499271,3,-0.6304531405739564,-0.23416617144798074,41,3,2.0,4.0,1.6883546186573808,3
45,145,2016,4,0.7441426014634261,0.7504290898193297,5,-1.1379093440622905,1.5512812500040072,26,29,5.0,5.0,-0.24279230290592543,5
20,69,2020,8,-0.2288630961010699,0.12449224308279479,3,-0.8095553300404271,1.627593561724643,16,6,4.0,5.0,-0.8212352698996723,4
31,22,2016,0,0.27645477998214896,0.826091785578691,1,-0.928956789684741,0.012903282192490291,44,37,3.0,3.0,-1.5681163926507358,5
