Manufacturer,Model,Battery_Type,Battery_Capacity_kWh,Range_km,Charging_Type,Charge_Time_hr,Price_USD,Color,Country_of_Manufacture,Autonomous_Level,Safety_Rating,Units_Sold_2024,Warranty_Years
10,49,9,127.3,403,0,4.2,-0.8990928133391414,21,25,1.0,5.0,0.3831322018218798,4
34,3,11,83.4,281,0,4.4,1.2995109120147872,23,25,4.0,5.0,0.5389201668690273,4
23,136,2,112.5,329,5,1.6,-0.9818619143924275,23,3,4.0,4.0,0.6472265941821166,5
23,86,7,79.0,256,0,3.2,0.7487189599080843,38,5,5.0,4.0,-0.19877657084588599,5
21,155,1,45.2,216,9,2.6,-1.7003217239107993,30,17,0.0,3.0,1.018587672153237,3
46,15,10,82.2,274,8,11.6,-0.8749075599292198,0,5,3.0,5.0,-1.464488802997572,3
13,18,5,35.4,491,13,7.5,0.9892692843939913,14,29,3.0,4.0,-0.03484396246479412,5
14,67,7,32.9,490,4,7.7,-0.8327667061464437,21,21,4.0,4.0,0.7893246268168896,5
4,13,4,50.1,461,11,8.6,-0.17686461930814593,45,2,5.0,3.0,0.6451471107777053,3
29,63,11,138.1,523,2,1.3,-1.1746778291302402,25,15,4.0,4.0,-0.042122154380233714,5
51,54,3,84.2,141,6,10.7,0.7946065524319866,22,31,4.0,5.0,1.5649719366623094,3
8,2,14,25.2,487,8,5.9,0.507066144127223,4,23,3.0,3.0,0.9000571181017921,4
24,85,2,33.6,182,7,5.2,-0.03335257705716111,24,34,4.0,3.0,-0.33567589496963074,4
20,69,1,148.5,436,14,5.3,-1.0996631092583258,51,9,5.0,3.0,-0.2524965587931782,5
49,73,0,110.8,162,5,11.7,0.3593975365280876,17,21,0.0,3.0,-1.1246665566600231,4
20,69,0,113.2,360,0,5.3,-0.07826986179738844,0,3,1.0,5.0,-0.9936591021821104,3
47,88,0,122.4,236,5,3.8,-0.7153265627491288,27,16,3.0,4.0,0.1909532771975343,4
23,86,0,61.8,196,12,7.1,-0.9404197861136003,33,14,3.0,4.0,0.42350883792419947,5
48,150,4,36.4,594,7,10.5,1.278281893770892,7,10,3.0,5.0,-0.8922842862170589,3
17,118,14,110.1,432,3,10.3,1.202611739938024,41,27,2.0,4.0,1.3033036082738858,3
14,67,2,109.0,247,12,9.1,-0.24633831028691006,54,10,5.0,4.0,0.07311588428089322,3
30,103,9,38.9,371,13,7.0,0.9954293823519785,35,23,5.0,3.0,1.0570581151348462,5
13,48,2,53.0,230,5,10.8,-0.13799949227870326,11,27,3.0,4.0,0.6404682731177798,5
18,65,5,149.9,536,15,1.7,-0.4285339436970424,49,28,5.0,5.0,0.4786151481410993,4
46,15,8,116.8,125,15,10.1,1.377833682992139,33,2,2.0,4.0,-0.9922727799125028,5
22,146,8,77.3,396,9,8.9,-1.4371608037388643,11,12,1.0,4.0,1.245424653517771,5
47,165,0,127.2,346,11,9.1,-0.5762415136848739,34,1,1.0,5.0,0.4877995331772492,5
3,64,4,54.4,163,14,4.7,0.8447473947500628,18,16,5.0,3.0,0.9083750517194373,3
14,68,5,104.2,425,14,11.0,-0.7027396909283014,48,5,5.0,4.0,-1.1094170116943403,3
38,127,10,68.2,586,13,7.3,0.7671259467692398,48,10,4.0,3.0,0.3351307932367187,3
15,59,1,67.1,451,9,6.8,1.6372628721578535,49,30,1.0,4.0,-1.2483958192224962,5
42,20,14,146.2,125,7,3.3,-1.3132067261721447,29,33,1.0,3.0,-0.44588851540343033,4
35,14,4,56.0,174,2,6.7,1.016189697490375,34,11,1.0,5.0,0.06965007860687436,3
39,123,11,116.4,369,1,9.1,-0.09992804353751326,33,0,0.0,5.0,-1.5227143383210886,5
48,153,10,103.6,115,6,12.0,1.1851470656627392,5,10,3.0,5.0,1.6852353935507638,3
1,171,14,102.3,380,7,4.9,0.3196391606615025,11,1,3.0,5.0,1.3618757241648045,5
42,133,0,49.7,273,14,5.1,0.7775620947340458,38,39,2.0,4.0,-1.3877212073180543,3
19,82,13,116.8,290,2,6.9,0.2817962912673292,28,38,0.0,4.0,-1.476792413140339,4
4,13,13,95.1,208,2,8.1,-0.9726895908728066,54,4,2.0,3.0,0.6678481379425287,5
35,62,2,103.6,113,0,0.8,-0.8028981389720601,46,24,2.0,5.0,0.506861464384353,3
13,113,7,89.0,292,13,5.7,-1.204162833233683,25,12,4.0,3.0,-0.8749552578469646,5
2,178,6,77.6,317,15,7.5,-0.3148696886798035,15,35,4.0,5.0,1.599110122551395,4
25,46,4,48.7,406,6,0.6,-0.7054093360796966,15,17,2.0,5.0,0.6765126521275759,3
49,74,7,49.9,386,9,1.3,1.2352466367098267,44,39,2.0,5.0,0.6687145893610335,5
51,121,13,72.7,594,7,2.5,1.5325729540036022,47,0,2.0,5.0,0.5049552712636426,5
19,79,7,64.1,270,8,1.4,0.44373985225383383,26,35,2.0,5.0,-0.9302348583475654,3
22,115,5,42.6,178,3,2.5,0.9273009039192309,8,1,4.0,5.0,0.06635756321655645,5
41,114,13,81.0,423,11,9.7,0.29895590446963816,49,35,4.0,5.0,0.32490666649836303,4
1,170,14,85.9,336,6,5.7,1.0553324676155627,42,8,3.0,4.0,-1.1811591891465305,4
9,80,2,42.4,226,14,11.9,0.06569703026533663,43,21,2.0,5.0,1.6261434068087421,3
48,151,12,32.3,447,10,3.8,0.7572017934529286,24,15,2.0,4.0,-0.007290807356344222,5
43,5,14,112.1,143,11,6.9,0.4793032776041452,36,17,5.0,3.0,0.6354428548904525,5
3,64,6,43.4,209,7,11.4,-0.06520851466532959,14,17,2.0,5.0,1.220990723515938,3
32,106,11,97.6,178,8,2.6,0.6502266590490833,43,21,0.0,3.0,0.7534535380907945,5
30,103,3,51.1,594,15,10.9,-1.0773812406887775,45,28,3.0,5.0,1.2261894320269664,4
31,23,11,133.5,126,15,10.6,0.17123199933886196,54,29,2.0,4.0,1.1461293209571308,3
52,161,1,78.6,278,5,5.3,-0.37627354743390173,51,3,0.0,4.0,-1.206286280283167,5
16,57,11,25.0,569,15,8.5,-1.2686380826581753,12,22,0.0,4.0,-0.5443173965455659,3
23,86,8,57.5,254,1,1.0,-0.29533019505388297,6,9,0.0,5.0,-1.67555636854532,5
27,98,6,75.8,414,9,3.3,-0.3066137028202562,24,36,2.0,5.0,1.1135507476213535,5
34,3,4,102.6,291,0,9.1,-0.512590246628731,40,4,5.0,5.0,0.119211099745344,3
7,154,12,125.8,189,14,11.8,-0.09201377225734442,32,17,5.0,4.0,-0.6242042173317004,3
48,150,12,141.3,363,10,11.9,0.1313688579382274,18,18,1.0,3.0,0.11591858435502608,4
20,69,0,72.0,325,10,4.4,-1.1023134175205165,23,26,4.0,3.0,0.6416813051036864,3
52,164,6,61.8,140,7,8.1,-0.687827774638324,22,39,3.0,3.0,0.2330628161368634,5
52,163,8,143.2,138,10,4.7,1.0251325758321193,45,21,1.0,4.0,-1.5712356177573525,3
1,171,12,67.1,586,6,7.5,0.6024896518084093,51,0,0.0,4.0,0.016276671226983994,5
47,165,4,115.6,355,10,11.0,-1.3414775467997042,33,31,1.0,4.0,-0.6321755703819438,3
49,70,10,42.4,465,14,12.0,1.0577475584941436,41,12,5.0,4.0,-0.8744353869958618,5
9,80,3,49.2,202,2,3.2,-0.03836429468461815,51,38,3.0,5.0,-1.279241489721264,3
45,145,3,73.4,309,3,1.9,-0.651352629392525,40,19,4.0,5.0,1.5687843229037302,3
35,14,3,138.4,128,1,6.5,-0.6960401803445893,35,12,1.0,4.0,-1.3210044480931913,4
26,92,6,36.3,255,3,6.3,-1.1652812554179022,27,32,4.0,5.0,-1.5350179484638555,3
19,82,8,95.0,433,4,9.3,-0.3065473224543295,16,11,5.0,4.0,0.9735321983909918,3
10,49,10,29.5,130,8,5.6,-0.07220356218255838,15,20,2.0,4.0,0.49525101537638977,3
8,180,3,33.8,223,14,1.9,-0.19222561320413079,9,10,2.0,4.0,-0.35907008326925804,3
5,125,7,60.7,490,8,6.2,0.03333660187612622,8,24,0.0,3.0,-0.5472633313684818,5
12,119,6,84.3,551,15,3.8,-1.7210009395586507,54,39,0.0,4.0,0.30913725068157727,3
51,122,3,45.3,383,11,1.3,-0.0029220856546943712,46,38,4.0,3.0,0.4678711505516408,4
48,151,12,118.1,201,10,6.3,-1.5924218821485678,20,20,4.0,5.0,-0.9751170418261096,4
14,68,9,148.8,478,11,7.3,0.007673952408908477,19,27,4.0,4.0,0.11210619811360534,5
20,69,6,123.6,471,5,7.4,-0.829704262394935,42,16,5.0,5.0,0.3900638131699175,3
5,100,4,94.4,458,1,2.7,-0.22186271492863135,48,32,1.0,4.0,-1.415274362426504,5
49,75,3,62.3,439,15,6.5,-0.6626953022676589,32,1,2.0,5.0,-0.2677461037588612,5
17,117,6,92.6,215,11,9.4,0.6919778889448992,23,26,2.0,5.0,-0.21610559921598024,4
20,69,1,64.9,495,2,3.8,-0.7531651029890022,12,36,3.0,3.0,-0.6214315727924854,5
47,89,11,34.2,479,12,3.3,0.5705298144970516,26,2,0.0,4.0,-1.197968346665522,5
35,14,3,147.1,180,13,8.0,1.3006448618309854,0,22,2.0,3.0,1.4913235660894089,3
29,63,9,134.7,190,6,12.0,-0.3744013325044851,8,23,2.0,3.0,1.4561456384981173,5
22,35,10,148.6,378,15,10.7,-1.2845442613856186,19,1,0.0,5.0,-0.30794944957747994,5
39,148,8,58.4,445,4,2.5,1.2157902628464576,13,39,0.0,5.0,-0.9704382041661841,4
41,114,6,69.9,328,0,11.5,-0.7035858962887221,52,28,0.0,3.0,-1.097633272402676,4
45,145,2,85.3,558,11,8.4,0.46274195352603537,11,0,1.0,4.0,1.6706790097198845,4
24,95,8,106.3,211,12,8.3,0.3141763451560312,6,36,4.0,4.0,1.4346576433192004,3
2,177,5,94.5,176,8,4.3,0.05278893519548213,34,33,3.0,3.0,0.8059604940521802,3
27,96,14,27.5,336,11,8.8,-0.37802339160178355,37,37,4.0,5.0,-1.406783138525158,5
2,173,4,57.3,192,2,9.3,1.6389624981358604,42,14,3.0,4.0,0.36424356089847704,3
44,40,11,105.0,278,1,2.6,0.11137797782400653,26,17,1.0,4.0,0.8602003528505753,5
40,81,9,127.0,226,14,4.5,-0.7946577380679909,52,5,1.0,3.0,-0.40221936391079277,3
1,170,4,78.0,444,6,3.3,-1.596115805207239,7,2,0.0,3.0,1.502414144246269,4
11,50,1,61.7,254,2,11.8,0.055939116474128824,48,24,4.0,3.0,0.6569308500693694,5
28,159,2,107.3,502,7,8.5,-0.33538843700828425,25,13,4.0,4.0,-0.9491234992709682,4
2,177,9,92.4,168,10,3.3,-1.0451010459592522,42,36,2.0,3.0,-1.476272542289236,4
33,32,5,124.6,400,4,6.0,1.2619471287677921,36,24,0.0,5.0,-1.1026586906300033,5
8,180,7,98.6,204,10,11.0,0.16270731730245533,33,7,4.0,4.0,1.1430100958505138,4
6,140,8,129.2,568,4,4.8,-0.31574792978204114,29,2,0.0,5.0,0.6023444107035724,4
13,48,5,69.4,526,12,6.2,0.5177972518049723,45,20,3.0,4.0,0.8478967427078083,3
40,141,11,113.6,350,8,11.0,0.12827322400375554,42,30,0.0,3.0,0.5728850624744122,3
0,160,7,39.6,211,14,4.8,0.39044132478965826,24,9,5.0,3.0,1.363608627001814,4
46,109,7,55.7,600,11,0.7,1.0669045856685726,45,39,1.0,3.0,-0.9233032469995277,3
26,92,6,126.0,236,10,1.4,1.5730366934107285,47,28,5.0,3.0,-1.5889112266948489,3
51,121,3,81.9,426,5,8.6,-1.462953327835069,41,39,2.0,3.0,1.230175108552088,3
50,11,10,55.2,573,3,8.4,-0.7782995956316738,30,28,1.0,3.0,1.5644520658112067,3
8,2,0,30.0,183,12,7.0,1.1925718538967713,45,27,5.0,5.0,-1.3236038023487053,5
36,168,13,76.8,529,3,4.4,0.9139933722126701,22,34,2.0,4.0,1.0170280595999284,3
12,124,11,108.4,438,10,1.5,0.39314502595487694,10,3,0.0,5.0,-0.8928041570681617,5
33,31,13,31.9,582,11,5.6,0.8874672007678335,54,17,0.0,5.0,0.5481045519051774,3
34,87,3,32.1,406,7,10.4,-1.7065825468588232,48,13,5.0,3.0,1.4788466656629409,5
31,28,11,55.0,237,15,2.2,-1.1702286129514392,4,14,0.0,5.0,1.0464874078290887,5
14,67,13,37.6,103,10,4.3,0.39860408952662185,10,20,3.0,5.0,-0.9959118758702227,4
41,114,12,43.1,303,7,3.9,0.6575414867639062,8,28,2.0,4.0,0.30376525188684805,3
11,139,3,43.4,493,5,11.5,-0.15057481968806496,12,33,2.0,4.0,0.5543430021184113,5
28,159,6,51.5,437,2,8.7,0.9835060255801309,40,19,3.0,5.0,0.6063300872286941,5
7,154,14,103.0,143,1,9.3,0.5281652877421313,49,21,0.0,5.0,0.5002764336037171,4
48,152,4,32.8,213,12,5.6,-0.3946978509122552,33,16,1.0,5.0,-1.1752673195006984,4
24,83,1,142.3,172,9,4.1,-0.1723576810720173,15,29,3.0,4.0,0.04209692349842446,3
45,145,4,130.4,431,1,8.3,-1.1801106291659014,39,3,4.0,4.0,-0.4523002559003652,4
0,160,2,105.5,302,5,9.0,1.309129715647836,7,16,0.0,5.0,-1.4135414595894946,5
22,115,12,45.6,158,0,8.2,-0.05408056784345393,16,12,4.0,4.0,0.8310875851888169,5
39,123,14,31.0,168,7,1.9,-0.6916922663763977,32,0,4.0,5.0,0.4099921957955259,4
39,12,3,110.1,430,8,6.9,-0.05353336273998979,20,23,3.0,3.0,0.9828898737108427,3
26,93,3,104.9,309,15,5.3,1.1594950947761273,8,21,3.0,4.0,-1.5831926473327176,4
50,37,8,79.5,480,15,6.8,-1.3572356684501024,34,25,2.0,5.0,0.7373375417066068,5
42,133,7,127.9,484,12,3.9,1.7116210036276676,7,31,0.0,3.0,-0.577069260165044,5
21,155,2,75.7,415,2,9.5,1.0681949622601283,10,30,4.0,4.0,-0.10710601076808725,4
11,138,0,108.3,148,2,11.6,0.9717803668546291,3,25,1.0,3.0,0.06011911300332251,3
8,2,10,38.5,423,0,7.7,-0.44997884243534264,40,36,5.0,4.0,0.8130653956839188,4
41,114,7,146.4,425,9,10.3,1.0063680008258202,13,33,1.0,4.0,0.14901702854190615,5
11,139,1,83.1,275,6,1.0,0.4193401614009405,50,1,1.0,4.0,-1.7649741549350066,4
26,92,0,104.5,181,0,1.6,-0.5010175513551475,21,0,5.0,4.0,-0.4393034846227945,4
16,55,4,47.7,139,2,7.3,0.04968146823925807,7,37,5.0,4.0,-1.0182663224676443,4
1,171,13,115.0,152,1,4.1,1.3018278753959116,20,13,1.0,3.0,1.2435184603970606,5
46,15,11,77.2,469,4,7.7,-1.2250642788022448,48,9,1.0,3.0,1.5790084496420858,5
33,31,12,122.8,226,0,7.9,-0.8898393903289753,22,15,2.0,5.0,-0.055985377076309135,3
25,46,5,117.2,251,6,9.5,0.9997879749007755,17,26,1.0,5.0,-1.700336879114555,4
41,114,1,129.1,315,9,6.8,-1.1509624332669643,0,6,1.0,3.0,-1.4254984891648599,4
27,99,7,85.1,312,13,8.6,-1.4638477311133582,30,27,2.0,3.0,-0.6150198322955505,3
29,60,14,102.5,527,3,4.1,-0.23416617144798074,41,3,2.0,4.0,1.6883546186573808,3
45,145,4,112.0,459,5,2.4,1.5512812500040072,26,29,5.0,5.0,-0.24279230290592543,5
20,69,8,75.8,368,3,3.5,1.627593561724643,16,6,4.0,5.0,-0.8212352698996723,4
31,22,0,94.6,470,1,3.1,0.012903282192490291,44,37,3.0,3.0,-1.5681163926507358,5
10,49,12,52.3,568,7,3.6,-1.4795738170219395,51,5,0.0,3.0,0.5077279158028577,3
6,16,12,31.2,333,5,4.7,-0.7394338913816579,6,24,1.0,4.0,-0.6592088546392909,5
29,63,4,141.2,112,12,6.7,0.4531502792599305,23,37,0.0,5.0,-0.022713642605728127,3
42,20,9,84.0,130,2,8.7,-1.427140543197103,14,29,2.0,5.0,-1.2262146629087756,5
49,76,13,96.9,131,13,8.1,-1.2966370323957226,11,31,3.0,4.0,0.8019748175270585,4
50,158,11,121.4,399,1,2.3,-1.1800381879839552,47,12,4.0,4.0,-0.018208095229503615,4
18,172,11,125.0,255,6,3.0,1.2172682361243279,9,36,2.0,4.0,-0.07192808317679587,4
5,90,9,131.1,384,12,1.6,-1.3963839221707361,6,17,2.0,3.0,-1.0265842560852896,3
5,125,2,101.9,430,3,7.2,-0.8529422968441126,37,6,2.0,4.0,-1.037501543958449,3
10,49,4,142.5,125,8,11.1,-0.2491612075005097,52,34,3.0,3.0,-0.7061705215222464,4
47,88,4,99.8,415,12,7.9,-0.02149906397467922,28,22,3.0,3.0,1.2168317567071154,3
0,160,8,112.7,345,15,4.5,0.20971067719449724,38,13,0.0,4.0,-1.4362424867543182,4
25,41,5,146.6,151,12,8.1,-0.8262527719770393,37,30,1.0,4.0,0.24588629713073315,3
39,102,12,124.8,457,9,11.0,-1.6516334571653688,23,4,4.0,4.0,1.3095420584871198,4
39,12,13,27.3,408,12,0.7,-0.09389147078220722,36,9,1.0,4.0,-1.430697197675888,3
13,48,1,88.4,286,3,4.8,1.5128628916982794,13,16,1.0,3.0,0.7118638700025682,5
28,10,7,145.9,455,9,3.1,0.29040293862514116,32,13,5.0,3.0,1.4838720838902681,4
35,62,11,98.3,571,12,7.9,-1.3887545092434783,8,32,0.0,3.0,-1.2650316864577869,5
32,105,10,21.5,207,12,8.5,-0.5354923387042628,6,10,0.0,3.0,0.5820694475105621,4
33,31,9,33.2,345,12,2.4,-1.494042427911642,41,18,2.0,4.0,-0.8028664998273725,4
31,27,0,147.1,273,15,8.6,-0.25550976797567104,42,21,3.0,3.0,-0.6900545251380586,4
43,5,6,58.7,149,6,5.0,0.1543376189899728,8,32,3.0,3.0,1.639313468370014,4
26,91,5,42.2,249,3,5.9,-1.3492772397960782,6,34,5.0,4.0,-0.7189940025161161,4
33,31,10,25.8,325,14,3.5,1.1497524773301109,29,30,5.0,4.0,0.1833285047146928,5
24,84,4,129.3,519,13,11.6,0.6302164420456573,0,28,3.0,5.0,-1.5717554886084555,5
11,50,2,147.8,175,1,11.4,-0.19415208686743496,35,33,1.0,5.0,0.7033726461012221,3
5,100,1,97.4,263,3,1.5,0.17754708102077327,28,12,4.0,5.0,1.5675712909178237,5
48,152,9,39.5,390,1,11.1,0.1994338421079152,54,7,2.0,5.0,0.9884351627892729,5
4,13,11,55.8,173,10,0.9,1.3315613729561493,36,3,2.0,4.0,-1.6540683733664032,4
5,125,6,129.6,539,1,11.7,-0.959831713992827,25,19,2.0,5.0,-1.2619124613511699,3
15,58,7,83.0,364,9,9.9,0.035223535930161205,35,6,4.0,5.0,1.46030460530694,3
39,102,1,27.5,116,14,1.1,-0.5012265052026731,31,25,3.0,3.0,-1.5953229671917837,3
3,17,10,43.1,545,15,7.2,-0.537990260735109,35,31,5.0,3.0,-1.4870165398786945,3
11,139,2,49.3,205,0,8.0,0.0283370058807079,33,37,1.0,3.0,-0.49822218108111505,4
4,13,6,75.1,292,9,5.8,-0.9935933453236617,25,29,3.0,3.0,0.35609891756453277,5
16,57,2,34.1,132,7,11.9,0.46926483461432544,4,31,5.0,3.0,-1.4464666134926738,5
51,54,11,113.8,435,15,12.0,-0.8508449658911192,48,34,0.0,3.0,0.179689408756973,5
9,80,3,103.0,343,9,6.3,1.1786383264784945,50,38,0.0,5.0,1.405544875657442,3
44,44,13,48.9,214,11,5.3,1.3221041910836175,51,31,3.0,5.0,1.544870263753,5
14,67,0,45.3,161,10,6.6,-0.31859795636258476,41,32,3.0,5.0,0.8293546823518074,3
41,114,10,63.2,190,7,7.8,-1.7329976033433045,4,33,1.0,3.0,-1.03403573828443,5
52,162,9,145.5,296,5,0.9,-1.0586859321512714,51,37,4.0,5.0,-0.35595085816264105,3
43,5,11,33.4,357,11,2.4,1.103915680216657,25,7,4.0,5.0,-1.0090819374314943,4
28,10,11,143.3,570,10,0.7,-0.9724246466296735,20,33,4.0,5.0,-1.5566792339264734,4
0,160,14,26.3,124,1,8.0,-1.6809499128614156,23,5,3.0,5.0,-0.8993891878487975,3
43,5,9,106.0,439,0,7.7,0.6775199566358023,48,10,4.0,3.0,1.057404695702248,3
4,94,1,88.0,203,9,8.6,-0.7264253599320538,44,38,1.0,3.0,-1.7533637059270435,3
32,107,1,94.6,352,2,11.4,0.9504295550697729,40,10,5.0,4.0,-0.2691324260284687,4
2,173,1,25.1,248,9,9.7,-0.6663162069238107,39,5,5.0,4.0,-0.9830883948763529,5
16,56,12,136.3,589,0,10.6,-1.4274014468962228,37,20,3.0,4.0,0.9468454947010466,4
16,56,11,110.5,130,8,1.7,1.406550983733126,0,28,1.0,5.0,-1.6052005133627374,5
40,0,0,83.5,554,13,5.6,-1.5299686363922567,42,12,1.0,5.0,1.505533369352886,5
11,139,1,64.0,367,1,5.5,0.7673089256909682,0,4,5.0,5.0,-1.4589435139191418,3
16,56,1,81.0,353,8,1.4,-0.046585935920056,17,20,0.0,4.0,0.5210712676478303,3
19,79,8,94.5,145,15,5.6,-1.3382018200463706,8,11,0.0,3.0,-1.25272807631502,5
14,68,3,46.9,443,14,11.4,-0.49094938150580414,3,2,2.0,4.0,0.29406099599959523,5
15,58,8,105.7,101,7,4.6,0.44525159293523986,10,7,2.0,4.0,-0.8366581051490563,4
49,70,13,53.1,200,4,1.9,1.2021026313923961,15,1,1.0,4.0,-1.5048654390998915,5
44,40,8,135.9,334,2,11.6,-1.7342992357360387,39,30,3.0,5.0,-0.7626631540087537,5
21,61,13,70.4,407,7,6.3,-0.41711074855193686,22,3,2.0,3.0,-0.9843014268622595,4
4,120,6,129.6,380,7,8.7,1.4906589479061232,16,33,4.0,5.0,-1.0154936779284292,5
16,56,3,110.3,265,1,9.2,0.19803639110001733,27,28,5.0,5.0,-0.14522987318229466,4
10,49,13,23.3,174,6,8.2,-1.0569952530921498,46,21,5.0,5.0,-0.09289620750460995,3
8,2,12,125.8,152,12,9.0,0.19453958886711936,17,35,5.0,4.0,0.43182677154184473,4
48,151,4,21.7,228,4,7.6,0.9552735901206941,7,2,5.0,5.0,1.3350157301911585,5
4,94,6,78.3,449,3,2.7,-1.1474131039618984,19,5,3.0,3.0,1.5472963277248133,4
46,110,7,141.9,120,2,11.2,0.31786767072212246,33,9,2.0,4.0,-1.3549693436985761,5
41,114,3,28.9,358,8,5.3,0.11060709974839804,21,4,1.0,4.0,-0.5283746904450791,5
25,41,1,117.8,432,5,1.8,-0.5509869591629614,17,9,1.0,4.0,0.39664884395055333,3
33,30,7,56.8,566,9,6.4,0.012593891965215043,8,18,5.0,3.0,-0.8182893350767564,5
29,63,13,47.4,422,4,10.4,-0.2801475623150398,54,33,5.0,4.0,-1.3593016007910996,5
44,43,10,113.2,119,3,1.3,-1.1328775354856961,18,38,5.0,4.0,0.43459941608105984,4
0,160,12,22.2,444,1,6.7,0.47213246642235396,43,6,4.0,4.0,1.0863441730803056,3
30,103,13,56.6,574,14,4.9,1.097953568915303,2,22,1.0,5.0,-0.0939359492068156,5
13,18,0,138.8,507,9,11.5,-1.710705344803437,28,32,1.0,5.0,1.3402144387021866,3
45,145,5,73.6,430,2,2.4,-0.9846617227830963,50,31,1.0,3.0,1.3476659209013273,4
16,55,2,28.8,150,4,8.8,-0.06202398876257299,36,4,1.0,5.0,-1.3724716623523714,3
41,114,12,100.1,256,2,7.0,-0.486963384837056,38,39,2.0,5.0,0.7075316129100446,4
3,147,7,63.1,345,14,5.6,0.9339467329896284,8,38,2.0,5.0,-0.1753823825462587,3
29,63,7,135.2,139,3,10.8,1.1930734585749472,16,11,4.0,3.0,1.363262046434412,4
